GAME_ID,VISITOR_TEAM_ID,VISITOR_P1,VISITOR_P2,VISITOR_P3,VISITOR_P4,VISITOR_P5,VISITOR_P6,VISITOR_P7,VISITOR_P8,VISITOR_P9
22100607,1610612749,203114,203507,1626171,202083,1629670,1626192,1628978,203918,204038
22100608,1610612762,1628378,1626220,202711,202355,201144,203903,1629672,1627863,203658
22100609,1610612754,1627734,1629052,203200,202362,1628470,1630613,1626208,1626167,203087
22100610,1610612759,1627749,1630563,1629022,1628966,1627751,1629719,204020,1629234,1627854
22100611,1610612739,1630596,1629636,1628374,1626224,1628386,201567,1630205,200765,1629731
22100612,1610612760,1630581,1628983,1629652,1629647,1630526,1630544,1630598,1629660,202324
22100613,1610612756,1628969,1626164,203109,101108,1629028,1630188,1626166,1629013,201580
22100614,1610612744,201939,203952,203490,1627780,1629673,2738,202691,1626172,202357
22100615,1610612750,1626157,1630162,1626156,1627736,1630183,1629020,201976,1627752,1629006
22100616,1610612743,203999,203932,1628420,203085,1630267,201145,203210,1628432,1630192
22100617,1610612756,1626166,1628969,1626164,101108,1629013,203109,201580,1630688,1630188
22100618,1610612738,1628369,1627759,203471,1626196,201143,1629684,1629057,1630202,202683
22100619,1610612766,1626179,1628970,202330,1630163,203486,1628998,1629023,1629667,1630547
22100620,1610612753,203914,203082,1630175,1630532,201577,1629643,1629678,1630181,1629021
22100621,1610612748,1629639,1628997,1629130,1630209,200768,200782,1629216,203473,1629622
22100622,1610612742,1628973,1628467,1629029,1627827,203501,203493,203939,1630182,1627737
22100623,1610612745,201569,1626174,1630224,1629645,1630256,201571,1630231,1630528,1628464
22100624,1610612739,1630596,1628374,1629636,1626224,1628386,1630205,201567,1629164,1629731
22100625,1610612751,201935,201142,1630556,202681,201988,1630549,201933,1627761,1630560
22100626,1610612747,2544,201566,1628370,1630559,202340,2772,1629659,2730,1626169
22100627,1610612744,201939,203952,1629673,1627814,202691,1630228,1629308,1626172,202357
22100628,1610612750,1626157,1630162,1626156,201976,1629020,1627736,1630183,1629675,1627752
22100629,1610612746,1629611,1629599,202704,201587,202694,1630527,1630206,201586,1627826
22100630,1610612760,1628983,1629652,1630581,1630598,1629660,1630526,1630544,1629647,203488
22100631,1610612757,1628372,203496,203463,1629642,1629604,203994,1630570,203503,1629833
22100632,1610612753,1630532,203914,1630175,1629021,203082,1630591,1629643,1630181,201577
22100633,1610612761,1627832,1627783,1628384,1630567,1630173,1628449,1630551,1629139,1629004
22100634,1610612756,1626164,101108,203109,1628969,1629028,1626166,1629013,1630188,201580
22100635,1610612738,1628369,1627759,1629057,203471,1630202,1626196,201143,1629641,1629684
22100636,1610612737,1629027,201568,1628381,1629631,1628989,203992,1627789,1630168,203476
22100637,1610612744,1629673,203952,201939,1627814,1630228,1626172,202357,203490,1629308
22100638,1610612739,1630596,1629636,1628374,1628386,1630205,1626224,1630171,201567,1629164
22100639,1610612742,203939,1627827,1628973,1629029,1628467,203501,203493,1627737,1630182
22100640,1610612745,1630224,1629645,1630256,201569,1626174,1629726,1630231,1630528,1630578
22100641,1610612761,1627832,1627783,1630173,1628384,1628449,1630551,1629004,1629139,1630625
22100642,1610612757,1629014,203496,203994,1629642,203463,1628372,203503,1629604,1630570
22100643,1610612752,1629628,203944,202692,203095,1629011,1630193,201959,1629656,1630167
22100644,1610612740,1627742,1628404,202685,1630529,1628984,202066,1629638,1629637,1630631
22100645,1610612755,202699,203552,1630178,203954,1627788,1627777,1629718,203083,1630198
22100646,1610612739,1629636,1628386,1630596,1628374,1630171,201567,1630205,1629685,1626224
22100647,1610612741,1630245,1629632,201942,202696,1628035,1630792,1629744,1628972,1628396
22100648,1610612746,202694,1629599,1629611,201587,202339,202704,1627826,201586,1630527
22100649,1610612747,2544,1630559,201566,1628370,2730,2772,1629659,202340,201961
22100650,1610612753,1630532,1630175,203914,1629643,1630591,1630181,203082,1629021,1628964
22100651,1610612745,1629645,1626174,201569,1630224,1630256,1629726,1630231,1630578,1629717
22100652,1610612744,1629673,1630228,203952,203490,1626172,1627814,202691,2738,202357
22100653,1610612762,1628378,203497,1626220,202711,203903,201144,200752,204060,1629672
22100654,1610612740,1628404,1627742,1630529,202685,1628984,1629638,202066,1630631,1629637
22100655,1610612766,1628998,1628970,202330,1626179,203486,1629023,1629667,202397,1630208
22100656,1610612755,1630178,203552,203954,1627788,202699,1627777,1629718,1630198,203083
22100657,1610612751,201935,1630556,202681,201988,1630549,200746,1630560,201933,1628971
22100658,1610612741,1630245,201942,1629632,202696,1630792,1629744,1628972,1628035,1628396
22100659,1610612754,1627747,1627734,1630537,203200,1630613,1629048,1629052,1628470,202362
22100660,1610612749,203507,203114,1626171,201588,1628960,1626192,1628978,202083,1629670
22100661,1610612757,203994,1629014,1629642,203496,203468,203463,203503,1628372,1630570
22100662,1610612761,1627783,1627832,1630567,1628449,1630173,1628384,1630551,1630625,1630201
22100663,1610612760,1628983,1629652,1630581,1630598,1630526,1629647,1630544,1629660,203488
22100664,1610612756,1626164,1628969,101108,203109,202687,1626166,201580,1629661,1629013
22100665,1610612762,203497,1628378,1626220,202711,201144,203903,204060,200752,1629672
22100666,1610612750,1630162,1626157,1629020,201976,1626156,1629669,1630183,1627736,1629675
22100667,1610612765,1628977,1630180,1630191,1630595,1626168,202709,1630240,203585,1628367
22100668,1610612753,1630532,1630591,1630175,203914,1628964,1629643,201577,1630181,203082
22100669,1610612751,201935,202681,201988,1630556,200746,1630560,1628971,1630549,1628975
22100670,1610612750,1626156,1626157,1627736,1630162,1629020,1629675,1627752,1630183,1629669
22100671,1610612766,1626179,1628970,1630163,203486,1626162,1628998,202330,1629667,1629023
22100672,1610612757,1629014,203496,203468,203994,203463,1630570,203503,1629604,1628372
22100673,1610612739,1629636,1628386,1628374,1630596,1630171,201567,1629685,1626224,1629164
22100674,1610612763,1629630,1630533,1629723,1628991,203500,1629634,1629001,1629633,1630583
22100675,1610612761,1627783,1628384,1627832,1628449,1630173,1630567,1630551,1630625,1630201
22100676,1610612760,1630598,1630581,1628983,1630526,1629652,1629647,1629660,1629603,1630544
22100677,1610612745,201569,1626174,1629645,1629726,1630256,1630224,1630231,1630528,1630578
22100678,1610612746,1629611,202704,1627826,1629599,1630527,1628379,202339,201586,1626159
22100679,1610612765,202709,1630180,203585,1628977,203482,1630191,1630595,1628367,1626168
22100680,1610612754,1627734,1630537,1628470,203200,1627747,1627763,203087,1629052,1630543
22100681,1610612740,1630529,1628404,202685,1628984,1627742,1629638,1630631,1629637,202066
22100682,1610612756,1626164,1628969,101108,203109,202687,1629661,1626166,201580,1629013
22100683,1610612754,1630537,203200,1628470,1629048,1626208,1629052,203087,1630543,1630613
22100684,1610612760,1628983,1630581,1629652,1630598,1630526,1629647,1629660,1629026,1630544
22100685,1610612747,201566,2544,1628370,2772,1630559,1626169,1629659,202340,2546
22100686,1610612746,1629599,202694,201587,202704,1627826,1628379,202339,1629611,1628392
22100687,1610612748,1629216,202710,1628389,1629622,1629130,1628997,203473,1629657,200782
22100688,1610612757,203496,1629014,203994,203468,1629642,203463,1629604,1630570,1628372
22100689,1610612761,1628384,1627783,1630567,1627832,1629018,1628449,1630173,1629139,1630551
22100690,1610612741,1630245,201942,1629632,202696,1629076,1627936,1628972,1629744,1630792
22100691,1610612751,201935,202681,1630556,201988,200746,1628971,201949,1630549,201933
22100692,1610612763,1629630,203500,1629723,1630533,1628991,1629001,1629634,1629633,1630214
22100693,1610612765,1630595,202709,1630180,1626168,1630191,203585,1628977,203482,1628367
22100694,1610612745,1626174,1629645,201569,1630231,1630224,1629726,1630256,1630578,1630528
22100695,1610612760,1628983,1630581,1629652,1630526,1629026,1630598,1629647,1629660,1629603
22100696,1610612758,203084,1630169,1629056,1627741,1626158,1627745,1628963,1630558,1629002
22100697,1610612754,1629048,1630537,1628470,203087,203200,1626208,1629052,202362,1630613
22100698,1610612746,202704,1627826,1628379,201587,1629611,1630527,202694,1629599,202339
22100699,1610612738,201143,1628369,1629057,1627759,203935,203471,1629684,1626196,1629641
22100700,1610612747,2544,201566,202340,2546,1628370,1626169,1629659,2772,2730
22100701,1610612741,1630245,201942,1629632,1628972,202696,1629076,1629744,1630792,1628396
22100702,1610612757,1629642,203468,1629014,203994,203496,203463,1629604,1630570,1628372
22100703,1610612737,1629027,1629631,1628381,1628989,203991,201568,1626153,1630168,101150
22100704,1610612755,1630178,1627788,202699,203954,1629718,1630198,1627777,203083,1629646
22100705,1610612763,1629630,1628991,203500,1629001,1630533,1629723,1629681,1630214,1630583
22100706,1610612751,201935,202681,201988,1630556,1630549,201949,200746,1627761,1630560
22100707,1610612765,1630595,1630180,202709,1630191,1630165,203585,1626168,1628977,1628367
22100708,1610612762,203497,204060,202711,1626220,201144,203903,1630235,200752,1629672
22100709,1610612752,1629628,203944,203457,1630193,1629656,203095,202689,201959,202692
22100710,1610612741,201942,202696,1630245,203897,1629632,202684,1629750,1628972,1627884
22100711,1610612755,1627788,203954,1629680,1630198,202699,1629718,1629619,201980,1627777
22100712,1610612754,1629052,1627747,1628470,1630537,1630613,203200,1629048,203087,202362
22100713,1610612762,1627863,1630235,200752,203903,202355,1629672,1630215,1630190,1628962
22100714,1610612743,203932,203999,1628420,201145,203085,1630267,1630192,1627854,202326
22100715,1610612766,1628998,203486,1630163,1628970,1626179,1630547,1626162,202397,1630208
22100716,1610612746,1629599,1629611,1628379,1628392,1626159,1630527,1630206,202704,202339
22100717,1610612758,203084,1630558,1630169,1627741,1626158,1628963,1627745,1630186,203090
22100718,1610612747,2544,201566,1626169,1628370,1630559,203076,202340,2546,1629659
22100719,1610612759,1630170,1629640,1630200,203926,1627749,1628401,1629022,1627751,1629234
22100720,1610612742,1628973,1629029,1627827,204001,203493,1628467,1630182,1628373,203501
22100721,1610612750,1630162,1626157,1629020,1626156,1627752,1629669,1627736,1630183,1629675
22100722,1610612749,203114,1626171,1626192,201950,203507,1628978,201588,1629670,1630572
22100723,1610612766,1630163,1626162,1628970,1626179,203486,1628998,1630547,1629023,202397
22100724,1610612746,1629599,1628379,1629611,202339,1626159,1627826,201587,1628392,202704
22100725,1610612758,1630169,203084,1630558,1627741,1626158,1628963,203090,1627745,203458
22100726,1610612761,1630567,1630201,1627783,1629018,1630173,201152,1629139,1630625,1628449
22100727,1610612752,1629656,1629011,203944,1629628,1630193,1630167,203095,202689,201959
22100728,1610612763,1629630,1630217,1628991,203500,1630533,1629001,1629723,1629634,1629681
22100729,1610612743,203085,1628420,203932,203999,1627854,1630538,201145,1630192,202326
22100730,1610612741,202696,203897,1630245,1628972,1629632,1629750,1630792,1628035,1629076
22100731,1610612756,1628969,1626164,101108,1629661,202687,1630188,1629013,1630688,203901
22100732,1610612742,1629029,1628973,1627827,204001,1628467,203493,203939,1628373,1630182
22100733,1610612747,201566,203076,1628370,202340,2546,1626169,1630559,1629659,2730
22100734,1610612750,1630162,1626157,1630183,1629020,1629669,1627736,1626156,1627752,1629675
22100735,1610612747,201566,2546,1630559,1626169,1629659,202340,201599,201961,2772
22100736,1610612765,1630180,1630595,1630191,1630165,1626168,1628402,1628977,203585,202709
22100737,1610612738,1628369,1627759,203935,1629057,1629684,1626196,1629641,201143,203471
22100738,1610612746,1629599,1628379,202339,1626159,1629611,1627826,201587,202704,1628392
22100739,1610612757,1626181,203496,203468,1629014,203994,203463,1630570,1628372,203503
22100740,1610612762,202711,201144,1626220,203903,202355,204060,1629672,200752,1627863
22100741,1610612754,1627734,1627747,203200,1630537,1628470,1629052,203087,202362,1630613
22100742,1610612741,201942,202696,1630245,203897,1629632,1628972,1629750,1629744,1629076
22100743,1610612750,1630162,1626157,1630183,1629020,1627736,1627752,1629675,1629162,1629669
22100744,1610612752,203944,1629628,203095,202689,1629011,203457,202692,1629656,1630167
22100745,1610612738,1628369,1627759,1629057,203935,1626196,201143,1629684,203471,1630174
22100746,1610612754,1627734,1627747,1630613,203200,1629052,1630537,1628470,1630543,203087
22100747,1610612758,1630169,203084,1630558,1626158,1627741,1628963,203090,1629002,1627745
22100748,1610612761,1627783,1630567,1628384,1629018,1627832,1630173,1628449,1630625,1630551
22100749,1610612764,1628398,203078,203484,203915,1630166,1630557,1628418,1626149,1629060
22100750,1610612751,202681,201988,1630556,201949,1628971,1627761,1630560,1629651,201933
22100751,1610612747,203076,1628370,201566,1626169,1630559,202340,2546,1629659,2730
22100752,1610612746,1628379,202704,1629599,1626159,202694,1630527,1629611,1628392,1627826
22100753,1610612757,203468,1626181,1629014,203496,203994,1630570,203463,1628372,203503
22100754,1610612739,1630596,1629636,1628386,1630171,1629731,1626224,201567,200765,1630205
22100755,1610612742,1627827,1629029,1628973,203493,1628467,1630182,203939,1627737,203504
22100756,1610612743,203999,203932,203115,1628420,201145,203085,1627854,1630192,1630538
22100757,1610612762,203903,202711,1626220,202355,201144,1629672,200752,1630190,1630215
22100758,1610612759,1629640,1630200,1630170,203926,1630563,1629022,1629234,1629111,1627823
22100759,1610612740,1628404,202685,1630529,1629637,1628984,1629638,1630631,1626195,1629109
22100760,1610612746,1629599,202704,202694,201587,202339,1629611,201586,1626159,1628379
22100761,1610612763,1629630,1630217,203500,1628991,1630533,203937,1626145,1629001,1629634
22100762,1610612748,1629622,1628389,1629639,1629216,1629130,1628997,1629735,1629657,203473
22100763,1610612758,1630169,1630558,203084,1627741,1626158,1629002,203090,1627745,1629663
22100764,1610612744,201939,203952,202691,1626172,1629673,1630541,1627780,1629308,1630228
22100765,1610612757,203468,1626181,203496,1629014,203994,1628372,203503,203463,1630535
22100766,1610612740,1627742,1628984,202685,1629637,1630529,1629638,1630631,202066,1626195
22100767,1610612761,1629018,1627783,1627832,1630567,1628384,1628449,1630173,1630625,1630551
22100768,1610612764,1628398,203915,203484,1626149,1630166,1630557,1629060,1628988,1628418
22100769,1610612753,1630175,1628976,1630532,1630591,203914,1629643,1628964,203082,1629021
22100770,1610612743,203999,1628420,203115,203932,201145,203210,1627854,1630192,203085
22100771,1610612744,1627814,1630541,1629673,1630228,1629185,1626172,1629308,1627780,1629683
22100772,1610612751,201935,202681,201988,1630556,201933,1627761,1629651,1630560,201949
22100773,1610612753,1630175,1628976,1630591,203914,1630532,1629643,203082,1628964,1629021
22100774,1610612764,1628398,203915,203484,1626149,1630166,1629655,1629060,1628988,1630557
22100775,1610612766,1629023,1626179,1630163,1626162,1628970,203486,1628998,1630208,1630547
22100776,1610612763,1629630,1630217,1628991,1630533,203500,1629634,1629001,203937,1626145
22100777,1610612739,1630596,1626224,1629164,1630171,201567,1628386,1630205,200765,1629731
22100778,1610612760,1630544,1629652,1630581,1629647,1629026,1630598,203488,1629603,1629660
22100779,1610612743,203115,1628420,1627854,1628432,203085,1630192,1630538,201145,203210
22100780,1610612751,201935,202681,201988,201949,1629651,1630556,1630560,201933,1628971
22100781,1610612757,1626181,203994,203496,1629014,203468,203463,1628372,1630570,1629604
22100782,1610612750,1626157,1630162,1630183,201976,1627752,1629020,1627736,1629162,1629669
22100783,1610612756,1628969,101108,1626164,203109,1629661,1629028,201580,203901,1630688
22100784,1610612748,202710,200782,1628389,1629622,1629639,1629216,1629130,1628997,203473
22100785,1610612758,203084,1630558,1630169,203090,1627741,1626158,1627745,1629002,1628368
22100786,1610612747,203076,201566,1628370,1630559,1626169,1629659,202340,2772,2546
22100787,1610612739,1630596,1630171,1629164,1628386,1629731,201567,200765,1626224,1630205
22100788,1610612738,1627759,1629057,1628369,1629684,203935,203471,1626196,201143,1629641
22100789,1610612741,201942,1630245,202696,1628972,1629750,1629744,1630792,1628396,1629076
22100790,1610612737,1629631,1629027,203992,1628381,1628989,1626153,1630168,203991,101150
22100791,1610612755,1630178,203552,203954,202699,1629680,201980,1630198,1627777,203083
22100792,1610612745,1626174,1630528,1630578,1630231,1630256,1630224,201569,1629726,1629717
22100793,1610612751,202681,1630560,1627761,1628975,201988,201933,201949,1628971,1630556
22100794,1610612740,1627742,1630529,1629637,202685,1628984,1629638,1629109,1630530,1630631
22100795,1610612760,1629647,1630581,1629652,1630544,1629603,1629026,1629660,1630177,203488
22100796,1610612763,1629630,1628991,1630217,1630533,203500,1629001,1629634,1629723,203937
22100797,1610612748,200768,202710,1629639,1628389,1629130,1628997,1629216,200782,203473
22100798,1610612756,101108,1626164,1628969,203109,1629028,1630188,203901,1629661,201580
22100799,1610612752,1629628,203944,203095,1629011,202692,202689,203457,1629656,1630167
22100800,1610612749,201950,203507,1628960,203114,1626171,1628978,1626192,202328,1629623
22100801,1610612760,1630581,1629647,1630544,1629660,1630197,1629603,1630177,1629026,202324
22100802,1610612755,202699,203552,1630178,203954,1627777,201980,1627788,203083,1630198
22100803,1610612765,1630180,1630191,203924,202709,1628402,1630165,1628977,1626168,203482
22100804,1610612751,202681,1630560,201988,201933,1627761,201949,1630556,1630549,1628971
22100805,1610612754,1630537,1628470,1630613,203200,1627734,1626208,1629052,1629048,202362
22100806,1610612738,1628369,201143,1627759,1629684,1629057,1626196,203935,203471,1629641
22100807,1610612737,1629027,1628381,1628989,1629631,201568,203992,203991,1626153,1630168
22100808,1610612740,1627742,1628404,1628984,1630529,1629637,202685,1629638,1630631,1629109
22100809,1610612749,201950,203114,203507,1626171,1626192,202083,1628978,202328,203918
22100810,1610612761,1627783,1628384,1627832,1629018,1630567,1628449,1630173,1630625,203920
22100811,1610612748,200768,202710,1629130,1629216,1629622,1628389,200782,1628997,203473
22100812,1610612756,1626164,1628969,203109,101108,1629028,201580,1629661,203901,1630188
22100813,1610612744,201939,203952,1629673,202691,1626172,1630228,203490,1627814,1627780
22100814,1610612752,1629628,203944,1629011,202692,203095,1630193,1629629,203457,1630167
22100815,1610612756,101108,1628969,1626164,203109,1629028,1629661,201580,203901,1630188
22100816,1610612754,1630537,202362,1626208,1629048,1629052,1628470,1630613,1630678,1627763
22100817,1610612738,1627759,203935,1629057,1628369,201143,203471,1629684,1626196,1630174
22100818,1610612746,203496,1628392,1629611,1629599,202704,201587,1626181,202694,1628379
22100819,1610612745,1629645,1630224,1626174,1630256,1629726,1630578,1630231,1630528,1629717
22100820,1610612765,1630180,203924,1630191,202709,1628977,1628402,1630165,203482,1626168
22100821,1610612752,1629628,203944,203095,201959,202692,202689,1630579,1630193,1629629
22100822,1610612749,201950,203507,203114,1626171,1628960,1626192,1628978,202328,202083
22100823,1610612753,1630175,203914,1630532,1628976,1629643,203082,1628964,201577,1629649
22100824,1610612750,1626157,1630162,1626156,201976,1629020,1630183,1627736,1627752,1629162
22100825,1610612759,1627749,1629640,1628401,1627751,1630170,203926,1630563,1628380,1629022
22100826,1610612741,203897,1629632,201942,202696,1629750,1628972,1628396,1630792,1629744
22100827,1610612761,1627783,1628384,1627832,1629018,1630567,1628449,1630173,1630625,203920
22100828,1610612744,1629673,201939,203952,1627814,1630228,1626172,1627780,1630541,1629308
22100829,1610612747,203076,2544,202340,1628370,1626169,1629659,2772,201961,1630559
22100830,1610612750,1630162,1626156,1626157,1629020,1630183,1627736,1629162,1627752,1629675
22100831,1610612763,1629630,1630217,203500,203937,1628991,1629001,1630533,1629723,1629634
22100832,1610612751,202681,1630560,201988,201949,201933,1630556,1630549,1628971,1628975
22100833,1610612748,200768,1628389,202710,1629216,1629622,200782,1629130,203473,1630209
22100834,1610612761,1629018,1628384,1630567,1627783,1628449,1630201,1630625,203920,1630173
22100835,1610612746,1626181,202704,202694,1629611,1628379,201587,1627826,1629599,203496
22100836,1610612749,201950,203114,203507,1626171,1628960,1629623,1626192,1629670,202083
22100837,1610612752,203944,1629656,203095,1629011,202692,202689,201959,1629629,1630193
22100838,1610612766,1628970,1626179,1630163,1626162,1629023,1626149,203486,1630547,1630208
22100839,1610612739,1627747,1628386,200765,1630171,1630596,201567,1629731,1626224,1630205
22100840,1610612760,1629647,1630197,202324,1629652,1630581,1629026,1630544,1629660,1630177
22100841,1610612759,1629640,1627749,1630563,1630170,1627751,203926,1628380,1630200,1629022
22100842,1610612743,203999,203932,203115,1630267,1630192,201145,1630538,203085,203210
22100843,1610612750,1630162,1626157,201976,1626156,1629020,1627736,1630183,1629162,1627752
22100844,1610612753,1630175,1628976,1630532,1628964,203914,1630591,203082,1629643,1629649
22100845,1610612752,203944,1629656,203095,201959,202689,202692,1629011,1629629,1630193
22100846,1610612763,1629630,1629634,1630217,1628991,1630533,1629723,1626145,203937,1629001
22100847,1610612758,1628368,1627734,203084,203090,203200,1630558,1628978,1629002,1626158
22100848,1610612759,1627749,1629640,1630170,1629022,1627751,203926,1629111,1630200,1630563
22100849,1610612739,1629636,1628386,1630596,1630171,1627747,1626224,1629731,201567,202334
22100850,1610612743,203999,203932,201145,203115,1630538,1630267,203085,203210,1627854
22100851,1610612751,202681,201988,1630560,1630556,1630549,1628971,201933,201949,1628975
22100852,1610612760,1629652,1629647,1630581,1629026,1630544,1629676,1629660,1630598,1630197
22100853,1610612746,202704,202694,1629611,1627826,1629599,201587,1628379,1628392,203496
22100854,1610612747,2544,203076,201566,1629659,202340,1630559,1628370,1626169,2772
22100855,1610612753,1630175,1630532,203914,1629643,1628976,1630591,1628964,203082,201577
22100856,1610612737,203992,1629631,1629027,203991,1628989,201568,1630168,1626153,101150
22100857,1610612750,1630162,1626156,1630183,201976,1629020,1629675,1626157,1627736,1629162
22100858,1610612765,1630180,202709,203924,1630191,1630595,1628977,1628963,203482,203585
22100859,1610612758,1628368,203200,203084,1628978,1630558,1627734,1626158,1629002,203090
22100860,1610612760,1629647,1630581,1630598,1630544,1629026,1629676,202324,1630197,1629660
22100861,1610612759,1627749,1629640,1627751,203926,1629022,1630170,1630563,1628380,1628966
22100862,1610612757,1628404,1629014,1629604,1626159,203994,1630570,203463,1630190,1630535
22100863,1610612761,1627783,1627832,1629018,1628384,1628449,1630567,203920,1630173,201152
22100864,1610612753,203914,1630591,1628976,1630532,1629643,1630175,203082,1628964,201577
22100865,1610612745,1629645,201569,1630224,1626174,1630231,1629726,1630256,203471,1630578
22100866,1610612744,201939,1630228,203952,202691,1629673,1627814,1626172,203490,1630541
22100867,1610612739,1630596,1629636,1628386,1627747,1630171,201567,1629731,200765,1626224
22100868,1610612742,1628973,1629029,1627827,1628467,203939,203915,1630182,202722,1628425
22100869,1610612738,1628369,1627759,1628401,1629684,1630174,1628464,201143,1630202,1630573
22100870,1610612754,1627741,1630169,1630678,1626208,1629052,1629048,202362,1630188,202684
22100871,1610612766,1628970,1626179,1630163,203486,1626149,1629023,1626162,1630550,1630547
22100872,1610612763,1626145,203500,1630217,1629723,1628991,1629634,1629001,1630533,203937
22100873,1610612746,202704,1629611,1627826,202694,201587,1629599,1628379,203496,1628392
22100874,1610612737,1629631,203992,201568,1629027,1628989,203991,1630168,1626153,101150
22100875,1610612765,1630595,1630180,202709,1630191,203924,1628963,1630165,203482,1628977
22100876,1610612764,1628398,203484,203526,1630166,1630557,1628418,202397,1630264,1630216
22100877,1610612751,201988,203552,201949,1630560,1628971,203083,200746,201933,1628975
22100878,1610612758,1628368,1627734,203200,203084,203090,1628978,1629002,1626158,1626168
22100879,1610612757,1628404,203994,1629014,1626159,1629604,203463,1630190,1630535,1630570
22100880,1610612761,1627783,1629018,1630567,1628384,1628449,1630173,201152,203920,1630625
22100881,1610612759,1627749,1629640,1630170,1627751,1629022,203926,1628380,1626196,1630563
22100882,1610612745,203471,201569,1630224,1630578,1630256,1630231,1629726,1628021,1630528
22100883,1610612743,203999,1628420,203932,1627854,203085,203115,201145,203210,1630538
22100884,1610612762,1628378,202711,1626220,203497,201144,203903,202355,1627863,1630235
22100885,1610612748,202710,200768,1629130,200782,1628389,1629216,1630209,1629312,1629622
22100886,1610612742,1629029,1627827,1628973,203915,1628467,1630182,203939,202722,1628425
22100887,1610612755,202699,1630178,1627777,203954,1627788,1629680,201980,1629003,200794
22100888,1610612745,1629726,1630224,203471,1630256,1630528,1630231,1626174,1628021,1630578
22100889,1610612739,1630596,1628386,1628374,1630171,200765,1629164,1629731,1626224,201567
22100890,1610612738,1628369,201143,203935,1627759,1629684,1629057,1628401,1630202,1628464
22100891,1610612737,203992,1629027,1628989,201568,203991,1630168,1626153,1629631,101150
22100892,1610612763,1629630,1628991,1630217,203500,1630533,1629634,1629001,1629723,203937
22100893,1610612756,1626164,1628969,1629661,1629028,203109,1628988,1629013,1628470,201580
22100894,1610612744,201939,1630228,203952,202691,1629673,1627814,1627780,1629308,203490
22100895,1610612743,203999,203932,203115,1628420,203085,201145,1627854,1630538,203210
22100896,1610612761,1630567,1627832,1629018,1627783,1630173,201152,1628449,203920,1630625
22100897,1610612760,1628983,1630544,1629647,1630598,1629676,1630322,1630846,1630197,1630177
22100898,1610612745,1630224,201569,1630256,1626174,203471,1629726,1629645,1630231,1630578
22100899,1610612759,1629640,1627749,1630170,1627751,1629022,203926,1628380,1630200,1628966
22100900,1610612748,200768,1628389,202710,200782,1629639,1629216,1628997,1629130,1630209
22100901,1610612755,201935,1630178,203954,202699,1629680,201980,1627788,1627777,200794
22100902,1610612740,203468,1627742,202685,1630529,1628984,203503,1629637,1630230,1630631
22100903,1610612742,1628973,1629029,203493,1627827,203939,203915,1628467,202722,1630182
22100904,1610612746,1629611,1628379,202704,202694,1628392,1629599,203496,201587,1627826
22100905,1610612738,1628369,201143,1627759,203935,1630202,1629057,1629684,1628401,1630238
22100906,1610612761,1627783,1627832,1629018,1630173,1628449,201152,1630567,1630201,203920
22100907,1610612764,1628398,203484,1630557,203526,1629655,1630166,202397,1629060,1628418
22100908,1610612759,1630200,1628966,1630170,1626196,1629111,1629022,203926,1628380,1630563
22100909,1610612763,1629630,203500,1630533,203937,1630217,1628991,1629001,1626145,1629634
22100910,1610612751,202681,201949,1628971,203083,203552,200746,201988,201609,1630560
22100911,1610612758,1628368,203084,1627734,203087,203200,1628978,1626168,203090,1630558
22100912,1610612755,201935,1630178,203954,202699,1629680,1627777,201980,1627788,200794
22100913,1610612762,1628378,202711,203497,201144,1626220,203903,1627863,202355,200752
22100914,1610612738,1627759,203935,1628369,1629684,1629057,1628401,1630202,1628464,1629103
22100915,1610612765,1630180,203924,1630595,1630165,1630191,1628977,203482,202709,203585
22100916,1610612746,202704,1627826,202694,1629611,1629599,203496,1628379,201587,1628392
22100917,1610612742,1629029,1627827,203493,1628973,203915,202722,1628467,203939,1630182
22100918,1610612743,203210,203999,1627854,1630267,203932,1628420,203115,201145,203085
22100919,1610612740,203468,1627742,1630529,1629637,202685,203503,1628984,1630230,1630631
22100920,1610612750,1626156,1626157,1630162,201976,1629020,1627752,1630183,1627736,1629675
22100921,1610612754,1627741,1630169,1629052,1630613,1630188,1630678,1629048,1630543,1626208
22100922,1610612741,1630245,201942,203897,1629632,202696,1629750,1627884,202684,1628972
22100923,1610612759,1627749,1630170,1627751,1629640,203926,1629022,1628380,1630200,1628966
22100924,1610612766,1626179,1629023,1626162,1630163,1628970,1626149,203486,1628998,1630550
22100925,1610612758,1628368,203084,1627734,1626168,203200,1628978,1630558,203087,1627745
22100926,1610612765,203924,1630595,1630180,1630191,1630165,203482,1628977,202709,1628402
22100927,1610612737,1629027,1629631,203992,201568,1628989,203991,1626153,1630168,203476
22100928,1610612751,203552,1628971,201988,201949,200746,1629651,201933,1630560,201609
22100929,1610612746,1629611,202694,202704,1627826,1628392,201587,203496,1628379,1630527
22100930,1610612744,201939,203952,1626172,1627780,1627814,1629673,1630228,1629308,203490
22100931,1610612742,1627827,1629029,203493,1628973,1628467,203915,203939,202722,1630182
22100932,1610612766,1628970,1628998,1626179,203486,1629023,1626162,1626149,202738,1630550
22100933,1610612754,1627741,1627763,1630169,1630188,1629052,1630543,1630678,1630613,202362
22100934,1610612752,1629628,203944,202692,203095,1629629,1629011,1630193,1630167,201959
22100935,1610612762,1628378,203497,1626220,202711,201144,203903,1627863,202355,200752
